               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  89,            0.021126,            0.015521,          0.00022542,             0.99277,             0.99658,             0.99465,             0.77282,            0.012524,            0.010041,          8.6453e-05,            0.001288,            0.001288,            0.001288
                  90,            0.021015,            0.016429,          0.00032321,             0.99283,             0.99658,              0.9945,             0.77502,            0.012226,           0.0099079,          8.2705e-05,            0.001189,            0.001189,            0.001189
                  91,            0.020906,             0.01561,          0.00022316,             0.99291,             0.99658,             0.99472,              0.7791,            0.011951,           0.0098422,          7.5733e-05,             0.00109,             0.00109,             0.00109
                  92,            0.020706,            0.015032,          0.00026999,             0.99285,             0.99658,             0.99484,             0.77436,            0.012144,           0.0098773,          7.2413e-05,            0.000991,            0.000991,            0.000991
                  93,            0.021156,            0.015949,          0.00027532,             0.99287,             0.99658,             0.99472,             0.78442,            0.011691,           0.0097044,          6.9945e-05,            0.000892,            0.000892,            0.000892
                  94,            0.020531,            0.015614,          0.00018329,             0.99269,             0.99658,             0.99475,              0.7818,            0.011946,           0.0097054,            6.98e-05,            0.000793,            0.000793,            0.000793
                  95,            0.021496,            0.016475,          0.00039603,             0.99312,             0.99705,              0.9949,             0.78668,            0.011996,           0.0097239,          7.1171e-05,            0.000694,            0.000694,            0.000694
                  96,            0.020098,            0.015218,          0.00025475,             0.99313,             0.99725,             0.99487,             0.78943,            0.011862,           0.0096709,           6.791e-05,            0.000595,            0.000595,            0.000595
                  97,              0.0207,            0.015934,          0.00040903,             0.99311,             0.99729,             0.99491,             0.79535,            0.011902,           0.0096698,          6.5096e-05,            0.000496,            0.000496,            0.000496
                  98,            0.020806,            0.016445,          0.00024482,             0.99107,             0.99956,             0.99494,             0.78394,            0.012158,           0.0096933,          6.4979e-05,            0.000397,            0.000397,            0.000397
                  99,            0.021068,            0.015473,          0.00035324,              0.9916,             0.99954,             0.99491,             0.78128,            0.012074,           0.0097173,          6.6494e-05,            0.000298,            0.000298,            0.000298
