               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  49,            0.033281,            0.026416,           0.0064505,             0.75315,             0.75939,             0.78499,             0.45744,            0.024176,            0.011072,          0.00088562,            0.005248,            0.005248,            0.005248
                  50,            0.033459,            0.027613,           0.0052127,              0.7805,             0.69864,             0.78825,             0.46959,            0.024024,            0.010732,           0.0016187,            0.005149,            0.005149,            0.005149
                  51,            0.033287,            0.027822,           0.0043735,             0.72108,             0.77411,             0.76239,             0.42444,             0.02458,            0.010607,           0.0011408,             0.00505,             0.00505,             0.00505
                  52,            0.034085,            0.029114,            0.004478,             0.75467,             0.75239,              0.7654,             0.45897,            0.024045,            0.010418,           0.0011024,            0.004951,            0.004951,            0.004951
                  53,            0.032739,             0.02705,           0.0053972,             0.79998,             0.78013,             0.79767,             0.47686,            0.022492,            0.010595,           0.0016694,            0.004852,            0.004852,            0.004852
                  54,            0.031645,            0.026629,           0.0050574,             0.77499,             0.73531,             0.77967,             0.47527,            0.023346,            0.010546,           0.0014126,            0.004753,            0.004753,            0.004753
                  55,            0.031822,            0.027225,           0.0045183,             0.71563,             0.78113,             0.75599,             0.44872,            0.023308,            0.011022,            0.001511,            0.004654,            0.004654,            0.004654
                  56,            0.032933,            0.027963,           0.0044529,             0.74119,             0.75178,             0.78318,             0.48541,            0.023157,             0.01066,           0.0014657,            0.004555,            0.004555,            0.004555
                  57,            0.033599,            0.027069,           0.0044685,             0.66384,             0.76295,             0.72947,             0.43454,            0.025234,            0.011804,          0.00071392,            0.004456,            0.004456,            0.004456
                  58,            0.033263,            0.027966,           0.0042473,             0.73083,             0.77527,             0.78352,             0.47668,            0.022123,            0.010586,          0.00061967,            0.004357,            0.004357,            0.004357
                  59,            0.032548,            0.024313,           0.0041535,             0.74381,             0.78008,             0.78429,             0.49223,            0.022308,            0.010634,          0.00091345,            0.004258,            0.004258,            0.004258
                  60,            0.031532,            0.026476,           0.0035887,             0.77612,             0.78955,             0.79608,             0.48768,            0.022634,            0.010567,          0.00080805,            0.004159,            0.004159,            0.004159
                  61,            0.030838,            0.026899,            0.003542,             0.78469,              0.7757,              0.7945,             0.50196,            0.022834,            0.010395,           0.0010114,             0.00406,             0.00406,             0.00406
                  62,             0.03095,            0.026323,           0.0037733,             0.83968,              0.7638,             0.83351,             0.51173,            0.022783,            0.010194,           0.0011853,            0.003961,            0.003961,            0.003961
                  63,             0.03012,            0.026357,           0.0030092,             0.81625,             0.79139,             0.84333,             0.54267,            0.022549,             0.01031,          0.00098595,            0.003862,            0.003862,            0.003862
                  64,            0.030466,            0.025617,           0.0047862,             0.76484,             0.75794,             0.79498,             0.50909,            0.022128,            0.010677,          0.00082566,            0.003763,            0.003763,            0.003763
                  65,            0.032032,            0.027907,           0.0043207,             0.84239,             0.75048,             0.82432,             0.51554,            0.022115,            0.010466,          0.00069365,            0.003664,            0.003664,            0.003664
                  66,            0.030991,            0.027195,           0.0048333,             0.74041,             0.80547,             0.81253,             0.53203,            0.021911,            0.010049,          0.00064119,            0.003565,            0.003565,            0.003565
                  67,            0.031058,            0.027317,           0.0035365,             0.77772,             0.77424,             0.80445,             0.50838,            0.022111,            0.010326,             0.00114,            0.003466,            0.003466,            0.003466
                  68,            0.029327,            0.025483,           0.0027487,             0.80621,             0.79785,              0.8261,             0.51729,            0.022429,            0.010205,          0.00087993,            0.003367,            0.003367,            0.003367
                  69,            0.031823,            0.026577,           0.0033336,             0.74613,             0.78862,             0.80515,             0.51855,            0.022217,            0.010441,          0.00084068,            0.003268,            0.003268,            0.003268
                  70,            0.030436,            0.026892,           0.0031942,             0.74435,             0.81103,             0.80879,             0.50546,            0.022068,            0.010152,          0.00081031,            0.003169,            0.003169,            0.003169
                  71,            0.029796,            0.026861,           0.0029148,             0.80959,             0.76193,               0.831,              0.5355,            0.021231,             0.01019,           0.0011516,             0.00307,             0.00307,             0.00307
                  72,            0.029647,            0.025821,           0.0029522,             0.82519,              0.7633,             0.82375,             0.51919,            0.021606,            0.010015,          0.00091482,            0.002971,            0.002971,            0.002971
                  73,            0.029349,             0.02575,           0.0029113,             0.81947,             0.73584,             0.81034,             0.51287,            0.022412,            0.010375,          0.00086201,            0.002872,            0.002872,            0.002872
                  74,            0.029867,            0.026738,            0.002587,             0.79172,             0.78245,             0.82573,             0.51649,            0.022216,           0.0099735,          0.00071208,            0.002773,            0.002773,            0.002773
                  75,            0.029138,            0.025577,           0.0033455,             0.80761,             0.77748,             0.84048,             0.54971,             0.02209,           0.0098824,          0.00062795,            0.002674,            0.002674,            0.002674
                  76,            0.029309,            0.024329,           0.0042452,             0.74334,             0.80068,             0.81532,             0.51682,            0.022004,            0.010084,          0.00058775,            0.002575,            0.002575,            0.002575
                  77,            0.029452,            0.025179,            0.002861,             0.76846,             0.79321,             0.82187,             0.52335,            0.021701,           0.0098348,          0.00052641,            0.002476,            0.002476,            0.002476
                  78,            0.030604,            0.026519,           0.0028491,             0.73878,             0.79931,             0.80015,             0.52869,            0.021913,            0.010063,            0.000713,            0.002377,            0.002377,            0.002377
                  79,            0.026572,            0.025355,           0.0029237,             0.79678,             0.76447,             0.83904,             0.55025,            0.021449,           0.0099031,          0.00073739,            0.002278,            0.002278,            0.002278
                  80,            0.031328,            0.025559,           0.0026921,             0.79506,             0.77099,             0.82791,             0.54229,            0.021395,           0.0098375,          0.00077266,            0.002179,            0.002179,            0.002179
                  81,            0.026918,            0.025116,           0.0026843,             0.76805,             0.77222,             0.81244,             0.53611,            0.021274,            0.010052,          0.00068233,             0.00208,             0.00208,             0.00208
                  82,            0.029031,            0.025479,           0.0024598,              0.8167,             0.76597,             0.83513,              0.5463,             0.02136,            0.009989,          0.00073877,            0.001981,            0.001981,            0.001981
                  83,            0.029492,            0.025686,           0.0028033,              0.8025,             0.78759,             0.81528,             0.53816,              0.0217,            0.010012,          0.00069459,            0.001882,            0.001882,            0.001882
                  84,             0.02971,            0.025137,           0.0035159,             0.77576,             0.76968,             0.79878,             0.52283,            0.022558,            0.010066,          0.00080492,            0.001783,            0.001783,            0.001783
                  85,            0.030045,            0.025377,           0.0032659,             0.80194,             0.77167,             0.82215,             0.54027,            0.022305,            0.010172,          0.00071373,            0.001684,            0.001684,            0.001684
                  86,            0.027709,            0.026157,           0.0027396,             0.78685,             0.75294,             0.80514,             0.53248,            0.021848,            0.010147,           0.0007458,            0.001585,            0.001585,            0.001585
                  87,            0.028377,            0.024411,           0.0036718,             0.85562,             0.75925,             0.84823,             0.56544,            0.021801,           0.0098558,          0.00093562,            0.001486,            0.001486,            0.001486
                  88,            0.028784,            0.025413,           0.0026067,              0.8056,              0.7627,             0.81686,             0.52394,            0.022247,            0.010075,          0.00079103,            0.001387,            0.001387,            0.001387
                  89,            0.027549,            0.024659,              0.0027,             0.83163,             0.75868,             0.82704,             0.53049,            0.022183,            0.010115,          0.00063924,            0.001288,            0.001288,            0.001288
                  90,            0.027419,            0.025364,           0.0024563,             0.82539,              0.7805,             0.83293,             0.55367,             0.02166,           0.0098647,          0.00057635,            0.001189,            0.001189,            0.001189
                  91,            0.028066,            0.025389,           0.0026038,             0.80216,             0.77897,             0.83073,             0.55393,            0.021242,           0.0099651,          0.00068144,             0.00109,             0.00109,             0.00109
                  92,            0.028109,            0.025967,           0.0024596,             0.85416,             0.73731,             0.83785,              0.5599,            0.021178,           0.0099087,          0.00072071,            0.000991,            0.000991,            0.000991
                  93,            0.026583,            0.025031,           0.0026879,             0.76807,             0.80034,             0.82498,             0.54305,            0.020871,            0.010017,           0.0007499,            0.000892,            0.000892,            0.000892
                  94,            0.027398,            0.025056,           0.0024401,             0.77367,             0.80569,             0.83399,             0.54148,            0.021115,           0.0099189,          0.00067717,            0.000793,            0.000793,            0.000793
                  95,             0.02771,            0.024217,           0.0022802,              0.7815,             0.80547,             0.82918,             0.55272,            0.020831,           0.0099856,          0.00065453,            0.000694,            0.000694,            0.000694
                  96,            0.027214,            0.023854,           0.0024595,             0.79977,             0.79546,              0.8416,             0.56108,            0.021094,           0.0098885,          0.00067456,            0.000595,            0.000595,            0.000595
                  97,            0.027566,            0.024401,           0.0027375,             0.80466,             0.79026,             0.83941,             0.55187,            0.021247,           0.0099403,          0.00063868,            0.000496,            0.000496,            0.000496
                  98,              0.0266,            0.024538,           0.0031463,             0.79654,             0.78619,             0.83096,             0.54634,            0.020943,            0.010018,          0.00059843,            0.000397,            0.000397,            0.000397
                  99,            0.027271,            0.024246,           0.0031884,             0.80994,             0.76831,              0.8287,             0.54647,             0.02126,            0.010105,          0.00057171,            0.000298,            0.000298,            0.000298
