               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  72,            0.022534,            0.016924,           0.0021378,              0.9389,             0.96659,             0.96494,              0.6034,            0.027391,            0.011133,          0.00025892,            0.002971,            0.002971,            0.002971
                  73,            0.022546,            0.016934,           0.0020069,              0.9376,             0.96762,             0.96432,             0.60645,            0.027173,            0.011128,          0.00024083,            0.002872,            0.002872,            0.002872
                  74,            0.022389,             0.01674,           0.0018769,             0.93399,             0.96961,             0.96299,             0.60578,            0.027129,            0.011149,          0.00023794,            0.002773,            0.002773,            0.002773
                  75,            0.022201,            0.016803,           0.0021505,             0.93421,             0.97063,             0.96364,             0.60921,            0.026998,            0.011115,          0.00023671,            0.002674,            0.002674,            0.002674
                  76,            0.022108,            0.016642,           0.0017306,              0.9353,             0.97106,              0.9615,             0.60688,            0.026966,            0.011111,          0.00025618,            0.002575,            0.002575,            0.002575
                  77,            0.021913,            0.016526,           0.0018748,             0.93826,             0.96593,             0.96172,              0.6088,             0.02713,            0.011131,          0.00023811,            0.002476,            0.002476,            0.002476
                  78,             0.02179,            0.016377,           0.0018943,             0.93588,             0.96725,             0.96044,             0.61105,            0.027255,            0.011161,          0.00023012,            0.002377,            0.002377,            0.002377
                  79,            0.021896,            0.016425,           0.0018966,             0.93911,             0.96702,             0.96176,             0.60449,            0.027503,            0.011178,          0.00022963,            0.002278,            0.002278,            0.002278
                  80,             0.02146,            0.016407,           0.0018066,             0.93952,             0.96654,             0.96228,             0.60813,             0.02729,            0.011147,          0.00022494,            0.002179,            0.002179,            0.002179
                  81,            0.021456,            0.016402,           0.0018724,             0.93901,             0.96584,             0.96144,             0.61245,            0.026904,            0.011127,           0.0002228,             0.00208,             0.00208,             0.00208
                  82,            0.021166,            0.016172,           0.0018439,             0.94109,             0.96647,              0.9622,             0.61105,             0.02683,            0.011126,          0.00021347,            0.001981,            0.001981,            0.001981
                  83,            0.021165,            0.016128,           0.0017918,             0.94269,              0.9615,             0.96193,             0.61046,            0.026928,            0.011133,          0.00020561,            0.001882,            0.001882,            0.001882
                  84,             0.02123,            0.016197,           0.0018736,             0.94325,             0.96267,             0.96198,             0.61224,             0.02692,            0.011157,          0.00020044,            0.001783,            0.001783,            0.001783
                  85,            0.021163,            0.016201,            0.001886,             0.94435,             0.96338,             0.96232,             0.60988,            0.027084,            0.011186,          0.00020359,            0.001684,            0.001684,            0.001684
